"tconst","averageRating","numVotes","primaryTitle","releaseYear","runtimeMinutes","actorID","actorName","actorBirthYear","actorDeathYear","actorCategory","actorAlive","actorAge","directorID","directorName","directorBirthYear","directorDeathYear","directorAlive","directorAge","genre_Drama","genre_Fantasy","genre_Horror","genre_Crime","genre_Adventure","genre_Mystery","genre_Sci-Fi","genre_War","genre_Romance","genre_History","genre_Comedy","genre_Western","genre_Thriller","genre_Action","genre_Musical","genre_Film-Noir","genre_Music","genre_Documentary","genre_Family","genre_Biography","genre_Adult","genre_Sport","genre_Animation","genre_Reality-TV","genre_News"
"tt0089562",5.2,1776,"Massacre in Dinosaur Valley",1985,88,"nm0814679","Michael Sopkiw",1954,NA,"actor",1,31,"nm0850212","Michele Massimo Tarantini",1942,NA,1,43,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0089574",6.5,568,"Medium",1985,98,"nm0468651","Wladyslaw Kowalski",1936,2017,"actor",0,49,"nm0465954","Jacek Koprowicz",1947,NA,1,38,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089581",4.8,18,"Dead Curse",1985,NA,"nm0950472","Angela Yu Chien",1942,2000,"actress",0,43,"nm0151641","Biu Man Chang",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089630",5.4,203,"Mr. Wrong",1984,88,"nm0093398","Heather Bolton",NA,NA,"actress",NA,NA,"nm0696414","Gaylene Preston",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089639",5.5,100,"Murder Elite",1985,102,"nm0532298","Ali MacGraw",1939,NA,"actress",1,46,"nm0923613","Claude Whatham",1927,2008,0,58,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089679",6.1,2815,"The New Kids",1985,89,"nm0696080","Shannon Presby",1960,NA,"actor",1,25,"nm0192446","Sean S. Cunningham",1941,NA,1,44,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089686",5.5,62848,"A Nightmare on Elm Street 2: Freddy's Revenge",1985,87,"nm0000387","Robert Englund",1947,NA,"actor",1,38,"nm0794791","Jack Sholder",1945,NA,1,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089700",6.3,305,"Noe helt annet",1985,75,"nm0456787","Trond Kirkvaag",1946,2007,"actor",0,39,"nm0464398","Morten Kolstad",1941,NA,1,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089735",3.8,356,"The Oracle",1985,94,"nm0694508","Caroline Capers Powers",NA,NA,"actress",NA,NA,"nm0011897","Roberta Findlay",NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089752",6.2,148,"Otra vuelta de tuerca",1985,119,"nm0845141","Pedro Mari Sánchez",1954,NA,"actor",1,31,"nm0407061","Eloy de la Iglesia",1944,2006,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089823",4.9,270,"A Polish Vampire in Burbank",1983,80,"nm0840355","Lori Sutton",NA,NA,"actress",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089850",3.9,82,"Psycho Girls",1986,92,"nm0585980","Darlene Mignacco",NA,NA,"actress",NA,NA,"nm0162013","Jerry Ciccoritti",1956,NA,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089861",5.2,258,"Witch from Nepal",1986,89,"nm0000334","Chow Yun-Fat",1955,NA,"actor",1,31,"nm0155642","Siu-Tung Ching",1953,NA,1,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0089885",7.2,58136,"Re-Animator",1985,104,"nm0001062","Jeffrey Combs",1954,NA,"actor",1,31,"nm0002340","Stuart Gordon",1947,2020,0,38,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089894",1.5,164,"Reel Horror",1985,84,"nm1358535","Alexandra",NA,NA,"actress",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089905",5,83,"Return",1985,82,"nm0008630","Ariel Aberg-Riger",NA,NA,"actress",NA,NA,"nm0798647","Andrew Silver",NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089907",7.3,55736,"The Return of the Living Dead",1985,91,"nm0347656","Clu Gulager",1928,NA,"actor",1,57,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0089993",4.9,56,"The Serpent Warriors",1985,89,"nm0907636","Clint Walker",1927,2018,"actor",0,58,"nm0381295","John Howard",NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090012",6.4,61,"The Island",1985,92,"nm0762632","John Sham",1952,NA,"actor",1,33,"nm0502987","Po-Chih Leong",1939,NA,1,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090013",5.6,68,"Those Merry Souls",1985,95,"nm0950707","Biao Yuen",1957,NA,"actor",1,28,"nm0514905","Chia-Yung Liu",1944,NA,1,41,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090021",6.4,24792,"Silver Bullet",1985,95,"nm0000997","Gary Busey",1944,NA,"actor",1,41,"nm0003733","Daniel Attias",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090057",5,2597,"Spookies",1986,85,"nm0911532","Felix Ward",NA,NA,"actor",NA,NA,"nm0369771","Genie Joseph",1956,NA,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090093",5.8,770,"Thou Shalt Not Kill... Except",1985,84,"nm0725562","Robert Rickman",NA,NA,"actor",NA,NA,"nm0065471","Josh Becker",1958,NA,1,27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090094",5.9,14651,"The Stuff",1985,87,"nm0605363","Michael Moriarty",1941,NA,"actor",1,44,"nm0169540","Larry Cohen",1936,2019,0,49,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090145",5.7,690,"Tenement",1985,94,"nm0528716","Joe Lynn",1947,1987,"actor",0,38,"nm0011897","Roberta Findlay",NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090148",5.4,269,"Terminal Choice",1985,97,"nm0816876","Joe Spano",1946,NA,"actor",1,39,"nm0488688","Sheldon Larry",1949,NA,1,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090149",3.8,155,"Terror in the Swamp",1985,87,"nm1002587","Keith Barker",NA,NA,"actor",NA,NA,"nm0284388","Martin Folse",NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090183",3.4,588,"The Tomb",1986,84,"nm0593192","Cameron Mitchell",1918,1994,"actor",0,68,"nm0676248","Fred Olen Ray",1954,NA,1,32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090190",6.2,25529,"The Toxic Avenger",1984,82,"nm0544820","Andree Maranda",NA,NA,"actress",NA,NA,"nm0381230","Michael Herz",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090196",5,6894,"Transylvania 6-5000",1985,93,"nm0000156","Jeff Goldblum",1952,NA,"actor",1,33,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090197",6.8,4162,"In a Glass Cage",1986,110,"nm0577070","Günter Meisner",1926,1994,"actor",0,60,"nm0898063","Agustí Villaronga",1953,NA,1,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090233",4.1,947,"Underworld",1985,88,"nm0001186","Denholm Elliott",1922,1992,"actor",0,63,"nm0667767","George Pavlou",1953,NA,1,32,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090249",7,1268,"¡Vampiros en La Habana!",1985,69,"nm1565160","Frank González",NA,2021,"actor",NA,NA,"nm0655870","Juan Padrón",1947,2020,0,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"tt0090271",6.5,438,"Wolf's Hole",1987,92,"nm0532714","Miroslav Machácek",1922,1991,"actor",0,65,"nm0161615","Vera Chytilová",1929,2014,0,58,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090322",5.5,898,"The Wild Beasts",1984,87,"nm0211526","Lorraine De Selle",1951,NA,"actress",1,33,"nm10304264","Franco Prosperi",1928,NA,1,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090327",5.7,6535,"Witchboard",1986,98,"nm0021112","Todd Allen",1960,NA,"actor",1,26,"nm0855107","Kevin Tenney",1955,NA,1,31,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090364",5,64,"Rings",1986,88,"nm0007620","Ebrahim Abadi",1934,2019,"actor",0,52,"nm0393075","Mohamad Reza Honarmand",NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090582",4.3,573,"The Abomination",1986,100,"nm0205437","Scott Davis",NA,NA,"actor",NA,NA,"nm0566506","Bret McCormick",1958,NA,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090644",6.7,3457,"Anguish",1987,86,"nm0748289","Zelda Rubinstein",1933,2010,"actress",0,54,"nm0000940","Bigas Luna",1946,2013,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090655",6.2,14977,"April Fool's Day",1986,89,"nm0286033","Deborah Foreman",1962,NA,"actress",1,24,"nm0910510","Fred Walton",NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090722",6.1,88,"Bi gui zhuo",1986,89,"nm0939153","Joey Wang",1967,NA,"actress",1,19,"nm0482670","Ngai Choi Lam",NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090750",4.2,1048,"Blood Hook",1986,92,"nm0414539","Mark Jacobs",NA,NA,"actor",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090771",3.7,2019,"Breeders",1986,77,"nm0267683","Teresa Farley",NA,NA,"actress",NA,NA,"nm0454199","Tim Kincaid",1944,NA,1,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090773",5.3,206,"Bridge to Nowhere",1986,86,"nm0402954","Matthew Hunter",NA,NA,"actor",NA,NA,"nm0612786","Ian Mune",1941,NA,1,45,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090777",5.5,29,"Brutal Sorcery",1983,87,"nm0477071","Hoi-San Kwan",1925,2006,"actor",0,58,"nm0659017","Ling Pang",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090788",4.7,1709,"Body Count",1986,90,"nm0671855","Bruce Penhall",1957,NA,"actor",1,29,"nm0219959","Ruggero Deodato",1939,NA,1,47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090800",5.9,86,"The House of the Blue Shadows",1986,90,"nm0300387","Stefano Gabrini",NA,NA,"actor",NA,NA,"nm0162470","Beppe Cino",1947,NA,1,39,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090807",4.7,255,"Cassandra",1987,94,"nm0153160","Tegan Charles",NA,NA,"actress",NA,NA,"nm0250986","Colin Eggleston",1941,2002,0,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090837",5.6,12673,"Chopping Mall",1986,77,"nm0549526","Kelli Maroney",1965,NA,"actress",1,21,"nm0691061","Jim Wynorski",1950,NA,1,36,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090849",5.7,8005,"Class of Nuke 'Em High",1986,85,"nm0103642","Janelle Brady",1962,NA,"actress",1,24,"nm0354286","Richard W. Haines",1957,NA,1,29,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090866",6.3,2689,"Combat Shock",1984,91,"nm0002850","Rick Giovinazzo",NA,NA,"actor",NA,NA,"nm0320546","Buddy Giovinazzo",1957,NA,1,27,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090881",5.3,3032,"Crawlspace",1986,80,"nm0001428","Klaus Kinski",1926,1991,"actor",0,60,"nm0227187","David Schmoeller",1947,NA,1,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090887",6.1,31686,"Critters",1986,86,"nm0908914","Dee Wallace",1948,NA,"actress",1,38,"nm0378893","Stephen Herek",1958,NA,1,28,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090915",6,2930,"Dead End Drive-In",1986,88,"nm0543345","Ned Manning",1950,NA,"actor",1,36,"nm0872062","Brian Trenchard-Smith",1946,NA,1,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0090917",5.6,6824,"Deadly Friend",1986,91,"nm0479612","Matthew Labyorteaux",1966,NA,"actor",1,20,"nm0000127","Wes Craven",1939,2015,0,47,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090930",6,9458,"Demons 2",1986,92,"nm0460867","David Edwin Knight",1962,NA,"actor",1,24,"nm0000877","Lamberto Bava",1944,NA,1,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0090992",4.8,296,"Eat and Run",1987,85,"nm0798779","Ron Silver",1946,2009,"actor",0,41,"nm0366206","Christopher Hart",NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091020",3.2,102,"Evil in the Woods",1986,89,"nm0008602","Brian Abent",NA,NA,"actor",NA,NA,"nm0643108","William J. Oates",NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091064",7.6,163597,"The Fly",1986,96,"nm0000156","Jeff Goldblum",1952,NA,"actor",1,34,"nm0000343","David Cronenberg",1943,NA,1,43,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091080",6,39800,"Friday the 13th Part VI: Jason Lives",1986,86,"nm0558726","Thom Mathews",1958,NA,"actor",1,28,"nm0572951","Tom McLoughlin",1950,NA,1,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091083",6.7,23582,"From Beyond",1986,85,"nm0001062","Jeffrey Combs",1954,NA,"actor",1,32,"nm0002340","Stuart Gordon",1947,2020,0,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091096",7,506,"Ga-ga: Glory to the Heroes",1986,84,"nm0646037","Daniel Olbrychski",1945,NA,"actor",1,41,"nm0844325","Piotr Szulkin",1950,2018,0,36,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091112",6,59,"Gimme Shelter",1986,57,"nm8289615","Mamiko Hiboshi",NA,NA,"actress",NA,NA,"nm0766211","Hisayasu Satô",1959,NA,1,27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091118",3.8,402,"Girls School Screamers",1986,80,"nm0641820","Mollie O'Mara",NA,NA,"actress",NA,NA,"nm0278203","John P. Finnegan",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091142",5.7,7341,"Gothic",1986,87,"nm0000321","Gabriel Byrne",1950,NA,"actor",1,36,"nm0001692","Ken Russell",1927,2011,0,59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091158",6.8,92,"Gui meng jiao",1988,95,"nm0156434","Alfred Cheung",1955,NA,"actor",1,33,"nm0516345","Wei Don Lo",NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091192",4.9,706,"Hell High",1989,84,"nm0600757","Maureen Mooney",NA,NA,"actress",NA,NA,"nm0343630","Douglas Grossman",NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091193",4.2,140,"Hell Hunters",1987,98,"nm0000726","Maud Adams",1945,NA,"actress",1,42,"nm0003204","Ernst Ritter von Theumer",1926,NA,1,61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091223",6.2,23930,"House",1985,93,"nm0001411","William Katt",1951,NA,"actor",1,34,"nm0591171","Steve Miner",1951,NA,1,34,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091276",5.6,8166,"Invaders from Mars",1986,100,"nm0000947","Karen Black",1939,2013,"actress",0,47,"nm0001361","Tobe Hooper",1943,2017,0,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091291",5.9,33,"The Close Encounters of Vampire",1986,72,"nm0155635","Tung-Chuan Cheng",NA,NA,"actor",NA,NA,"nm0950759","Woo-Ping Yuen",1945,NA,1,41,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091292",5.7,41,"Jiang shi shao ye",1986,87,"nm4621071","Fang-ling Chi",NA,NA,"actress",NA,NA,"nm4620977","Bing-chi Liu",NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091293",5.7,588,"Mr. Vampire II",1986,89,"nm0482580","Ching-Ying Lam",1952,1997,"actor",0,34,"nm0490605","Ricky Lau",1949,NA,1,37,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091305",5.3,152,"A Judgment in Stone",1986,102,"nm0878240","Rita Tushingham",1942,NA,"actress",1,44,"nm0712561","Ousama Rawi",1939,NA,1,47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091338",5.1,1853,"Killer Party",1986,91,"nm0382063","Martin Hewitt",1958,NA,"actor",1,28,"nm0296651","William Fruet",1933,NA,1,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091339",4.7,1934,"Killer Workout",1987,85,"nm0440076","Marcia Karr",NA,NA,"actress",NA,NA,"nm0697935","David A. Prior",1955,2015,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091343",5.6,1699,"The Kindred",1987,91,"nm0001768","Rod Steiger",1925,2002,"actor",0,62,"nm0139461","Stephen Carpenter",NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091380",2.8,129,"Las Vegas Serial Killer",1986,87,"nm0013230","Pierre Agostino",NA,NA,"actor",NA,NA,"nm0824306","Ray Dennis Steckler",1938,2009,0,48,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091415",5.9,2805,"Link",1986,103,"nm0000654","Terence Stamp",1938,NA,"actor",1,48,"nm0002207","Richard Franklin",1948,2007,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091419",7,67549,"Little Shop of Horrors",1986,94,"nm0001548","Rick Moranis",1953,NA,"actor",1,33,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tt0091441",5.2,40,"Abracadabra",1986,86,"nm0046993","Ann Bridgewater",NA,NA,"actress",NA,NA,"nm0457479","Tai-Kit Mak",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091444",3.6,64,"I Like Bats",1986,90,"nm0910064","Katarzyna Walter",1960,NA,"actress",1,26,"nm0911329","Grzegorz Warchol",1947,NA,1,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091446",3.8,402,"Lucker the Necrophagous",1986,74,"nm0888067","Nick Van Suyt",NA,NA,"actor",NA,NA,"nm0888931","Johan Vandewoestijne",1961,NA,1,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091462",4.5,675,"The Majorettes",1987,92,"nm0454313","Kevin Kindlin",NA,NA,"actor",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091474",7.2,67709,"Manhunter",1986,120,"nm0676973","William Petersen",1953,NA,"actor",1,33,"nm0000520","Michael Mann",1943,NA,1,43,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091475",5.6,111,"Mania: The Intruder",1986,87,"nm0733500","Wayne Robson",1946,2011,"actor",0,40,"nm0528420","Paul Lynch",1946,NA,1,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091499",5.5,30667,"Maximum Overdrive",1986,98,"nm0000389","Emilio Estevez",1962,NA,"actor",1,24,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091511",5.3,220,"Menu total",1986,81,"nm0270006","Anna Fechter",NA,NA,"actress",NA,NA,"nm0772381","Christoph Schlingensief",1960,2010,0,26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091544",4.9,2389,"Monster in the Closet",1986,90,"nm0335367","Donald Grant",NA,NA,"actor",NA,NA,"nm0197088","Bob Dahlin",1944,NA,1,42,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091553",5.7,571,"You'll Die at Midnight",1986,88,"nm0195799","Valeria D'Obici",1944,NA,"actress",1,42,"nm0000877","Lamberto Bava",1944,NA,1,42,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091556",6.6,205,"Mort un dimanche de pluie",1986,109,"nm0305368","Nicole Garcia",1946,NA,"actress",1,40,"nm0763853","Joël Santoni",1943,2018,0,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091560",4.5,1419,"Mountaintop Motel Massacre",1983,95,"nm0862174","Bill Thurman",1920,1995,"actor",0,63,"nm0567165","Jim McCullough Sr.",1928,2012,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091561",2.8,557,"Blood Theatre",1984,75,"nm0001862","Mary Woronov",1943,NA,"actress",1,41,"nm0707691","Rick Sloane",1961,NA,1,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091589",5.2,24,"Más allá de la muerte",1986,92,"nm0406608","Narciso Ibáñez Menta",1912,2004,"actor",0,74,"nm0195397","Sebastián D'Arbó",1947,NA,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091617",3.8,497,"Necropolis",1986,77,"nm0048686","LeeAnne Baker",1966,NA,"actress",1,20,"nm0382607","Bruce Hickey",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091630",6.8,21441,"Night of the Creeps",1986,88,"nm0515128","Jason Lively",1968,NA,"actor",1,18,"nm0215269","Fred Dekker",1959,NA,1,27,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091631",3.1,645,"Nightmare Weekend",1986,88,"nm0489923","Debbie Laster",NA,NA,"actress",NA,NA,"nm0757373","Henri Sala",1936,NA,1,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091647",5.4,4013,"Nomads",1985,91,"nm0001153","Lesley-Anne Down",1954,NA,"actress",1,31,"nm0001532","John McTiernan",1951,NA,1,34,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091651",5.2,924,"Vampire in Venice",1988,97,"nm0001428","Klaus Kinski",1926,1991,"actor",0,62,"nm0131840","Augusto Caminito",1939,2020,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091671",5.8,2152,"From a Whisper to a Scream",1987,99,"nm0001637","Vincent Price",1911,1993,"actor",0,76,"nm0123009","Jeff Burr",1963,NA,1,24,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tt0091707",5.1,1539,"The Outing",1987,87,"nm0935922","Deborah Winters",1953,NA,"actress",1,34,"nm0197889","Tom Daley",1947,2014,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tt0091778",5.7,25411,"Poltergeist II: The Other Side",1986,91,"nm0001851","JoBeth Williams",1948,NA,"actress",1,38,"nm0001270","Brian Gibson",1944,2004,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
